recipe,type
"2 tbsp olive oil  1 x 1kg/2lb 4oz leg of lamb, cut through the bone into 4 pieces 1 large onion, sliced   1 garlic clove 1½ tsp salt  1½ tsp black pepper 1½ tsp ground ginger 1½ tsp ground turmeric ½ tsp saffron strands small bunch fresh coriander small bunch fresh parsley  2 cinnamon sticks 250g/9oz dried apricots 250g/9oz dried prunes 4 tbsp caster sugar 1½ tsp ground cinnamon 2 tbsp vegetable oil 250g/9oz blanched almonds 3 tbsp toasted sesame seeds ",north_african
"140g/5oz pistachio kernels 20g/¾oz caster sugar ½ tsp ground cinnamon 4 sheets readymade filo pastry  cornflour, for dusting  75g/2½oz unsalted butter, melted 120g/4oz clear honey  25g/1oz caster sugar ½ lime, zest only 1 cinnamon stick 2 limes, zest removed in long, thin strips using a canelle knife  50g/1¾oz pistachio kernels, halved ",north_african
"750g/1lb 10oz braising steak (ideally chuck steak) 4 tbsp sunflower oil 2 onions, halved and sliced 2 garlic cloves, finely chopped 2 tsp ground cumin 2 tsp ground coriander 1 tsp hot chilli powder 400g/14oz can chopped tomatoes 400g/14oz can chickpeas, drained and rinsed 3 tbsp clear honey 1 beef stock cube 1 cinnamon stick 1 medium sweet potato (around 400g/14oz) 2 large eating apples 25g/1oz bunch fresh coriander 75g/2½oz no-soak dried prunes, halved flaked sea salt and freshly ground black pepper 1 large red-skinned eating apple 15g/½oz butter 1 tbsp clear honey ",north_african
"15g/½oz dried red chillies, soaked in cold water, drained and roughly chopped 50g/2oz fresh red chillies, seeds removed, roughly chopped 2 tsp ground cumin 2 tsp ground caraway seeds 1 tbsp smoked sweet paprika 2 garlic cloves 2 tbsp tomato purée 3 tbsp red wine vinegar 4 tbsp olive oil 800g/1lb 12oz rump steak, cut into large cubes 1 tbsp olive oil salt and freshly ground black pepper  2 red onions, cut into wedges 1 lemon, juice only 50g/2oz butter 2 tbsp olive oil 1 onion, finely chopped 1 garlic clove, finely chopped 275g/10oz basmati rice 1 lemon, zest and juice 450ml/16fl oz chicken stock salt and freshly ground black pepper  3 tbsp coriander leaves, roughly chopped ",north_african
"2 tbsp olive oil 1 onion, peeled, finely chopped 2 garlic cloves, peeled, finely chopped ½ tsp cayenne pepper 1 tsp ground ginger 1 tsp ground coriander 2 tsp ground cumin 1 cinnamon stick 1 tsp ground turmeric 1 butternut squash, peeled, seeds removed, cut into 1cm/½in cubes 200g/7oz tinned chopped tomatoes 200ml/7fl oz vegetable stock 3 preserved lemons, rind only, roughly chopped 1 tbsp clear honey salt and freshly ground black pepper  400g/14oz couscous 600ml/1 pint 2fl oz hot vegetable stock 2 lemons, zest only 100g/3½oz toasted flaked almonds 1 tbsp each chopped fresh parsley, chives and coriander 1 tbsp olive oil small handful coriander, to garnish  ",north_african
"50g/2oz butter 1 medium chicken, cut into 10 pieces 2 onions, finely chopped 3 garlic cloves, finely chopped 5cm/2in piece root ginger, grated 2 cinnamon sticks 2 tsp ras-el-hanout (North African spice blend) 1½ tsp salt 1 tsp freshly ground black pepper ½ tsp ground turmeric 1 tsp ground cinnamon ½ tsp saffron 1 preserved lemon, roughly chopped 3 tbsp honey 750ml/1 pint 5fl oz chicken stock 150g/7oz dates, stones removed, halved salt and freshly ground black pepper 2 tbsp chopped fresh flatleaf parsley 140g/5oz bulgur wheat, soaked in cold water overnight 1 red onion, finely chopped 2 tomatoes, seeds removed, finely diced 2 large bunches flatleaf parsley, roughly chopped 1 bunch mint, roughly chopped 1 bunch coriander, roughly chopped 1 lemon juice only 4 tbsp extra virgin olive oil ",north_african
"1 tbsp olive oil 4–6 large chicken thighs (around 750g/1lb 10oz), boneless 10g/½oz butter 2 onions, finely chopped 2 garlic cloves, finely chopped 1 tsp ground ginger ½ tsp ground cinnamon ½ tsp ground turmeric pinch of saffron 500ml/18fl oz chicken stock or water 3 large free-range eggs, beaten 75g/2½oz ground almonds or pistachios 75g/2½oz dried dates, finely chopped 1 tbsp orange blossom water 1 tsp finely grated orange zest 4 tbsp finely chopped fresh parsley 30g/1oz butter, melted 6 large sheets filo pastry 1 egg, beaten, to glaze salt and freshly ground black pepper 1 tbsp icing sugar, to garnish pinch of ground cinnamon, to garnish ",north_african
"2 medium onions, finely chopped 3-4 garlic cloves, finely chopped few sprigs fresh coriander, finely chopped ½ bunch fresh flatleaf parsley, finely chopped 4 tbsp olive oil ½ lemon, juice only salt and freshly ground black pepper 2 tsp ground ginger 5 tsp cinnamon ½ tsp ground turmeric 10 chicken legs, skinned, rinsed under cold running water and patted dry pinch saffron 1 chicken stock cube 150g/5½oz dried prunes 6 tbsp sugar 150g/5½oz dried apricots 100g/3½oz almonds, blanched, skinned and toasted ",north_african
"125g/4½oz green olives 100ml/3½fl oz olive oil 1 large onion, chopped 4 chicken breasts 2 garlic cloves, chopped 1 tsp ras-el-hanout (available in some supermarkets or specialist shops) ½g saffron threads 1 tsp ground ginger 1 tsp freshly ground black pepper 1 large preserved lemon, peel only, chopped 3 tsp chopped fresh coriander 1 tsp chopped fresh parsley vegetables, to serve ",north_african
"olive oil, for frying 6 large chicken thighs 1 onion, finely chopped 2 garlic cloves, finely chopped 5cm/2in piece fresh root ginger, grated ½ tsp saffron 1 tsp ground turmeric 1 tsp ground coriander 1 tbsp ras-el-hanout ½ cinnamon stick 500ml/18fl oz chicken stock 1 red chilli, finely sliced 2 tomatoes, roughly chopped 2 tbsp clear honey 2 tbsp roughly chopped mint leaves 2 tbsp roughly chopped coriander 25g/1oz butter  salt and pepper 150g/5½oz bulgur wheat, soaked in cold water overnight 3 tbsp roughly chopped mint  3 tbsp roughly chopped coriander ½ red onion, finely chopped 50g/1¾oz pistachio nuts, roughly chopped 100g/3½oz whole skinned almonds 100g/3½oz dried apricots, roughly chopped 1 pomegranate, seeds only 2 lemons, juice only ",north_african
"2 tbsp olive oil 2 large onions, roughly chopped 3 garlic cloves, finely chopped 1 tsp ground ginger ½ tsp ground white pepper ¼ tsp ground cinnamon ¼ tsp cloves, roughly broken up generous pinch of saffron, soaked in a little water 300ml/10fl oz chicken stock or water 1 whole chicken, jointed into 8 pieces 2 preserved lemons, cut into strips 20 green olives 2 tbsp fresh parsley, finely chopped 2 tbsp fresh coriander, finely chopped ",north_african
"a thumbnail-sized piece of tamarind pod 285ml/½ pint good-quality red wine 3kg/6½lb best beef mince (for best results, get good rump steak and mince it yourself) 250g/9oz blanched almonds 24 black peppercorns, crushed a thumb-sized piece of fresh ginger, finely chopped 2 hot chillies, finely chopped a few sprigs of marjoram, leaves only 20 coriander seeds, crushed 4 cloves garlic, finely chopped 1 small onion, finely chopped one lemon, grated zest only handful of sultanas 285ml/½ pint double cream 125gm/4oz unsalted butter, softened salt and freshly ground black pepper 8 bay leaves cumin seeds, for sprinkling butter, for greasing 565ml/1 pint milk 10 eggs, whisked 2 tbsp medium curry powder 1 teaspoon baking powder freshly grated nutmeg, to taste salt and freshly ground black pepper ",north_african
200g/7oz couscous ½ tsp salt 100g/3½oz pine nuts 570ml/20fl oz/1 pint boiling water ,north_african
"200g/7oz quinoa, cooked according to the packet instructions handful fresh parsley, chopped 1 tbsp chopped fresh mint 1 red pepper, finely diced 1 cucumber, finely diced 1 red onion, finely diced 2 tbsp extra virgin olive oil 1 lemon, juice only salt and freshly ground black pepper ½ tsp cloves 1 tsp fennel seeds 1 tsp coriander seeds 1 tsp cumin seeds 1 tsp paprika pinch turmeric ½ tsp chilli flakes 50g/2oz hazelnuts, chopped 30g/1oz pistachios, chopped 1 tbsp sesame seeds 4 tbsp honey 1 orange, juice only salt and freshly ground black pepper  4 tbsp olive oil 12 lamb cutlets ",north_african
"200g/7oz chicken breast, cut into large cubes 600g/1lb 5½oz chicken thighs or wings 1 tbsp harissa paste 1 tbsp vegetable oil 1 onion, sliced 2 garlic cloves, crushed 1 tsp ground cinnamon 1 tsp ground cumin 1 tsp ground ginger 1 tsp ground turmeric 1 tsp chilli flakes 450ml/16fl oz chicken stock 100g/3½oz dried apricots, quartered 1 x 400g tin chopped tomatoes 1 x 400g tin chickpeas, rinsed, drained salt and freshly ground black pepper 2 tbsp freshly chopped mint 2 tbsp freshly chopped parsley  couscous, cooked according to packet instructions 150g/5½oz Greek-style yoghurt handful of flaked almonds ",north_african
100g/4oz sesame seeds 100g/4oz blanched almonds 50g/2oz coriander seeds 10g/½oz cumin seeds 1 tsp sea salt ½ tsp pepper Turkish bread olive oil ,north_african
"2 tsp ground cumin 1 tsp ground turmeric 2 tsp ras-el-hanout spice mix ½ tsp saffron strands 4 tbsp vegetable oil 600g/1lb 6oz goat meat (a mixture of shoulder, neck and leg), cut into large dice 1 onion, finely chopped 2 garlic cloves, chopped 1 red chilli, stalk and seeds removed, chopped 4cm/1½in fresh root ginger, unpeeled, finely grated 1 cinnamon stick 1 x 400g tin tinned tomatoes 1 tbsp honey 125g/4½oz ready-to-eat dried apricots, roughly chopped 1 medium preserved lemon, skin only, roughly chopped sea salt and freshly ground black pepper 50g/1¾oz pistachios, roughly chopped 3 tbsp roughly chopped fresh coriander leaves 3 tbsp roughly chopped fresh flat leaf parsley 3 tbsp roughly chopped fresh mint leaves 25g/1oz butter 200g/7oz couscous 50g/1¾oz pistachios, roughly chopped 50g/1¾oz flaked toasted almonds 50g/1¾oz pine nuts, toasted 50g/1¾oz ready-to-eat apricots, roughly chopped 1 preserved lemon, skin only, finely chopped 3 tbsp roughly chopped fresh mint leaves 3 tbsp roughly chopped fresh coriander root and leaves 3 tbsp roughly chopped fresh flatleaf parsley 1 lemon, juice only sea salt and freshly ground black pepper ",north_african
"175g/6oz bulgur wheat 700ml/1¼ pints chicken stock, warmed 2 chipotle dried chillies 1 tsp fenugreek seeds 1 tsp cumin seeds 1 tsp coriander seeds 2 garlic cloves, roughly chopped 2 shallots, roughly chopped 2 red chillies, seeds removed, roughly chopped 2 tbsp olive oil or rapeseed oil 200g/7oz toasted pine nuts 1 pomegranate seeds ½ bunch fresh mint, roughly chopped ½ bunch fresh coriander, roughly chopped 1 lemon, zest and juice salt and freshly ground black pepper 8 lamb chops ½ bunch rosemary, tied with string 50ml/2fl oz olive oil ",north_african
"2 tbsp vegetable oil  500g/1lb 2oz lamb chops, fat trimmed  1 onion, finely chopped pinch saffron  2 tsp ras el hanout ½ tsp ground ginger  ½ tsp ground white pepper  ½ tsp ground black pepper 1 beef stock cube 100g/3½oz brown lentils 1.2 litres/2 pints boiling water 2 tbsp tomato purée  400g tin chopped tomatoes 400g can chickpeas, drained and rinsed 1 tbsp plain flour 100g/3½oz vermicelli noodles  1 bunch fresh parsley, finely chopped 1 bunch fresh coriander, finely chopped  ",north_african
"4 tbsp olive oil 2 tbsp ground cumin 2 tbsp ground coriander 1kg/2lb 4oz lamb neck fillet, trimmed and cut into small pieces 2.5cm/1in piece fresh root ginger, finely grated  2 onions, thinly sliced 250ml/9fl oz dry white wine 400g tin chopped tomatoes 2 tbsp tomato purée 2 tbsp clear honey 1½ tbsp harissa paste (preferably rose)  ½ lemon, juice and finely grated rind only 400g tin cannellini beans, drained and rinsed salt and freshly ground black pepper ",north_african
"150g/5oz unsalted butter, softened 2 sprigs chervil, roughly chopped 2 sprigs tarragon, roughly chopped 2 fresh anchovy fillets, roughly chopped 1 garlic clove, roughly chopped ½ lemon, juice only 4 x 200g/7oz lamb fillets, trimmed freshly ground black pepper  4 sheets brik pastry (available in specialist North African stores or online, alternatively use filo pastry) 110g/4oz clarified butter, melted vegetable oil, for deep fat frying 4 large globe artichokes, leaves removed, cut short and middle choke removed with a teaspoon ½ lemon, juice only 50g/2oz butter 1 tbsp olive oil 1 garlic clove, finely chopped 2 sprigs chervil, roughly chopped salt and freshly ground black pepper 50g/2oz butter 1 tbsp olive oil 110ml/4fl oz ready-made lamb jus or reduced lamb stock 2 tbsp sherry vinegar 4 tbsp olive oil  2 ripe tomatoes, halved lengthways ",north_african
"2 tbsp olive oil 4 lamb shanks 2 onions, thickly sliced 4 garlic cloves, finely chopped 1 tsp ground coriander 1 tsp ground cumin ½ tsp cayenne pepper ½ tsp ground cinnamon ½ tsp ground cardamom ½ tsp ground ginger 600ml/20fl oz chicken stock large pinch saffron, soaked in warm water salt and freshly ground black pepper 1 tbsp honey 12 dried figs 1 tbsp preserved lemon, finely chopped 1 tbsp lemon juice few parsley leaves few mint leaves ",north_african
"4 lamb shanks  3 tbsp olive oil 1 onion, thickly sliced 2 garlic cloves, peeled, finely chopped 1 tsp ras-el-hanout 2 tbsp harissa paste 2 cinnamon sticks ½ tsp ground ginger ½ tsp smoked sweet paprika 1 tsp ground cumin ¼ tsp freshly ground black pepper ½ tsp ground turmeric 1 x 400g/14oz tin chopped tomatoes 1 tbsp clear honey ½ tsp saffron 350ml/12fl oz chicken stock 125g/4½oz stoneless dried apricots, halved 110g/3¾oz green olives, stones removed 100g/3½oz flaked almonds, leave a few for garnish salt and freshly ground black pepper 175g/6oz bulgur wheat 350ml/12fl oz chicken stock 1 small red onion, finely chopped 350g/12oz pistachio nuts, shells removed, roughly chopped 1 lemon, juice and zest 1 pomegranate, seeds only 3 tbsp extra virgin olive oil 3 tbsp chopped fresh flat leaf parsley  3 tbsp chopped fresh coriander leaves 3 tbsp chopped fresh mint  3 tbsp chopped fresh tarragon 2 tbsp coriander cress  ",north_african
"1 tsp ras-el-hanout ½ tsp ground cinnamon ½ tsp ground ginger ½ tsp smoked sweet paprika ½ tsp ground cumin ¼ tsp freshly ground black pepper ¼ tsp ground turmeric 4 lamb shanks  3 tbsp olive oil 1 onion, thickly sliced 2 garlic cloves, peeled, finely chopped 1 x 400g/14oz tin chopped tomatoes 1 tbsp runny honey 2 tbsp pomegranate molasses (available from Middle Eastern grocers and some supermarkets) ½ tsp saffron 350ml/12fl oz chicken stock 125g/4½oz stoneless dried apricots, halved 110g/4oz green olives, stones removed 75g/2½oz whole almonds salt and freshly ground black pepper 2 preserved lemons, rind only, chopped 175g/6oz bulgur wheat 350ml/12fl oz chicken stock 1 small red onion, finely chopped 100g/3½oz pistachios, roughly chopped 1 lemon, juice only 1 pomegranate, seeds only 3 tbsp extra virgin olive oil small bunch each of fresh flat leaf parsley, coriander and mint, chopped  salt and freshly ground black pepper ",north_african
"olive oil, for frying 1kg/2lb 4oz lamb shoulder, diced  2 onions, cut into thick semicircles  6–8 garlic cloves, peeled and left whole 2 small aubergines, diced pinch saffron 2 tsp coriander seeds, crushed 2 tsp cumin seeds, crushed few cardamom pods few black peppercorns pinch turmeric 300ml/10fl oz dry white wine 1 tbsp tomato purée 1 x 400g tin chopped tomatoes 1 x 400g tin chickpeas, drained large handful dried apricots, cut in half 500ml/18fl oz lamb or chicken stock 1 tbsp chopped fresh mint 1 tbsp chopped fresh coriander  250g/9oz couscous pinch of saffron 300ml/10fl oz hot chicken stock 100g/3½oz flaked almonds, toasted 100g/3½oz raisins, soaked in water 4 tbsp olive oil 4 tbsp mixed chopped herbs, such as mint, coriander and parsley ",north_african
"1 x 1kg/2lb 4oz boned leg of lamb, cut into large pieces  1 tsp ground ginger  1 tsp ground cumin 6 tbsp olive oil 1 large onion, thinly sliced 2 large carrots, finely chopped 3 sage leaves 1 cinnamon stick 1 tsp black peppercorns 500ml/18fl oz hot chicken stock  2 courgettes, sliced 1 large aubergine, cut into 2cm/¾in pieces 3 large potatoes, cut into 2cm/¾in pieces 400g tin chickpeas, drained and rinsed flaked sea salt and freshly ground black pepper 400g/14oz couscous 1 tbsp butter 800ml/1 pint 8fl oz boiling chicken stock small handful fresh coriander, roughly chopped, to garnish  small handful fresh parsley, roughly chopped, to garnish ",north_african
"1.5kg/3¼lb leg of lamb, cubed 2 tsp ground coriander seeds 2 tsp ground ginger pinch saffron 2 tbsp olive oill 18 shallots whole, peeled 4 garlic cloves, crushed 1 tbsp plain flour 1 tbsp tomato purée 1 cinnamon stick 600ml/1 pint lamb stock 2 tbsp flatleaf parsley, chopped  2 tbsp coriander, chopped  1 preserved lemon, rinsed, inner pulp removed 110g/4oz medjool dates, pits removed 1 tbsp clear honey ",north_african
"1 tsp vegetable oil 1 small onion (75g/2½oz peeled weight), thinly sliced 1 garlic clove, finely chopped  ½ red pepper (75g/2½oz), roughly chopped   pinch smoked paprika  300g/10½oz tinned chopped tomatoes  1 level tbsp tomato purée  2 medium free-range eggs  handful fresh parsley, chopped   salt and freshly ground black pepper, to taste  ",north_african
"1 garlic clove, crushed 2 tbsp chopped mint 1 tbsp ready-made mint sauce 150g/5½oz low-fat natural yoghurt 375g/13oz lean lamb, cubed 400g/14oz wholegrain couscous 2 small onions, cut into wedges 1 green pepper, cored, deseeded and cut into wedges lemon wedges, to serve salt and freshly ground black pepper ",north_african
"12 merguez sausages 1 lemon, juice and zest 150g/5oz couscous 1 red onion, finely chopped 2 tbsp extra virgin olive oil salt and freshly ground black pepper 4 tbsp chopped fresh coriander leaves  2 free-range egg yolks 2 tsp white wine vinegar 1 tsp Dijon mustard 300ml/10fl oz vegetable oil  15g/½oz dried red chillies, soaked in cold water and roughly chopped 50g/2oz fresh red chillies, seeds removed, roughly chopped 2 tsp ground cumin 2 tsp ground caraway seeds 1 tbsp smoked sweet paprika 2 garlic cloves 2 tbsp tomato purée 3 tbsp red wine vinegar 4 tbsp olive oil 4 crusty white rolls (optional) ",north_african
